observable	condition	conditionRef	scalingParameter	time	measurement	sigma
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CAL12T-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	1.0661	
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CAL12T-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	1.0379	
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CAL12T-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	1.0045	
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CAL12T-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.87	
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CAL12T-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.37	
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CAL12T-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.21	
proliferation	TUMOR-CAL12T-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CAL12T-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAL12T-cellline-01-01	inf	0.17	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.0068	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.121	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.0384	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.105	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.0132	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	1.0573	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	0.911	
proliferation	TUMOR-CAMA1-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-CAMA1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-CAMA1-cellline-01-01	inf	0.933	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.92	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	1.0133	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	1.0035	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	1.0844	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.937	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	1.0397	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.938	
proliferation	TUMOR-COLO201-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-COLO201-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO201-cellline-01-01	inf	0.84	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	1.256	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.74	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	1.299	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.947	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	1.243	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.987	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	1.0703	
proliferation	TUMOR-COLO679-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-COLO679-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-COLO679-cellline-01-01	inf	0.57	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	1.44	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	1.148	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.969	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.971	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.87	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.65	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.74	
proliferation	TUMOR-DV90-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-DV90-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-DV90-cellline-01-01	inf	0.56	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.86	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.944	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	1.0191	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	1.0465	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.941	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.967	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.82	
proliferation	TUMOR-EBC1-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-EBC1-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EBC1-cellline-01-01	inf	0.8	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.075	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	0.925	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0472	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0077	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	0.984	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.0234	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	1.102	
proliferation	TUMOR-EFM19-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-EFM19-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-EFM19-cellline-01-01	inf	0.85	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	1.0052	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	0.86	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	1.0503	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	0.9933	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	0.939	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	0.963	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	0.71	
proliferation	TUMOR-HCC1187-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC1187-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1187-cellline-01-01	inf	0.924	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	1.243	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	0.943	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	1.192	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	0.94	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	1.0818	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	1.0941	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	0.87	
proliferation	TUMOR-HCC1395-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC1395-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1395-cellline-01-01	inf	0.67	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	1.2	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	0.904	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	0.89	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	0.947	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	1.089	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	1.0494	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	1.0478	
proliferation	TUMOR-HCC1569-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC1569-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC1569-cellline-01-01	inf	0.8	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	1.0632	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	1.0099	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	1.0578	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	0.77	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	0.57	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	0.29	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	0.2	
proliferation	TUMOR-HCC2935-cellline-01-01_Erlotinib_Conc8000.0nM	TUMOR-HCC2935-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC2935-cellline-01-01	inf	0.22	
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc2.5nM	TUMOR-HCC4006-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC4006-cellline-01-01	inf	1.0589	
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc8.0nM	TUMOR-HCC4006-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC4006-cellline-01-01	inf	0.937	
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc25.0nM	TUMOR-HCC4006-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC4006-cellline-01-01	inf	0.88	
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc80.0nM	TUMOR-HCC4006-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC4006-cellline-01-01	inf	0.73	
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc250.0nM	TUMOR-HCC4006-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC4006-cellline-01-01	inf	0.22	
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc800.0nM	TUMOR-HCC4006-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC4006-cellline-01-01	inf	0.08	
proliferation	TUMOR-HCC4006-cellline-01-01_Erlotinib_Conc2530.0nM	TUMOR-HCC4006-cellline-01-01	proliferation_sigma_all,scaling_proliferation_reference_TUMOR-HCC4006-cellline-01-01	inf	0.08	
